day,site_id,sku_id,sku_name,abc_class,xyz_class,stock_level,on_order,demand,fulfilled,stockout,reorder_point,true_day,source_sheet
21,SITE_A,HSC-107,Surgical Mask,C,Y,,2484.0,161.59,0.0,True,583.0,20,Inventory_MasterB.xlsx
21,SITE_A,HSC-108,Ventilator,B,Y,0.0,2817.0,204.59,0.0,True,462.0,20,WeeklyStockCount.xlsx
21,SITE_A,HSC-109,X-ray Machine,A,Y,,0.0,316.26,316.26,False,483.5,20,ManualAdjustments.xlsx
22,SITE_A,HSC-100,IV Drip,C,Y,0.0,1833.0,218.99,0.0,True,527.0,21,ManualAdjustments.xlsx
22,SITE_A,HSC-101,Gloves,A,Y,0.0,2983.5,232.94,0.0,True,613.0,21,ManualAdjustments.xlsx
22,SITE_A,HSC-102,IV Drip,B,Y,760.4355501635007,0.0,211.16,211.16,False,442.0,21,WeeklyStockCount.xlsx
22,SITE_A,HSC-103,Gloves,B,Y,0.0,2535.0,234.6,0.0,True,385.0,21,WeeklyStockCount.xlsx
22,SITE_A,HSC-104,X-ray Machine,A,Y,112.77687181165089,1957.5,272.9,272.9,False,589.0,21,Inventory_MasterA.xlsx
22,SITE_A,HSC-105,IV Drip,C,Y,0.0,1023.75,161.14,0.0,True,510.0,21,WeeklyStockCount.xlsx
22,SITE_A,HSC-106,Ventilator,B,Y,0.0,3302.5,253.92,0.0,True,491.0,21,Inventory_MasterA.xlsx
22,SITE_A,HSC-107,Surgical Mask,C,Y,,2484.0,256.83,0.0,True,583.0,21,ManualAdjustments.xlsx
22,SITE_A,HSC-108,Ventilator,B,Y,0.0,2817.0,236.24,0.0,True,462.0,21,Inventory_MasterB.xlsx
22,SITE_A,HSC-109,X-ray Machine,A,Y,714.5706292328227,0.0,294.35,294.35,False,483.5,21,ManualAdjustments.xlsx
23,SITE_A,HSC-100,IV Drip,C,Y,0.0,1833.0,180.42,0.0,True,527.0,22,Inventory_MasterB.xlsx
23,SITE_A,HSC-101,Gloves,A,Y,0.0,2983.5,319.36,0.0,True,613.0,22,WeeklyStockCount.xlsx
23,SITE_A,HSC-102,IV Drip,B,Y,543.7610772139504,0.0,216.67,216.67,False,442.0,22,ManualAdjustments.xlsx
23,SITE_A,HSC-103,Gloves,B,Y,0.0,2535.0,206.84,0.0,True,385.0,22,Inventory_MasterA.xlsx
23,SITE_A,HSC-104,X-ray Machine,A,Y,0.0,1957.5,294.72,112.78,True,589.0,22,WeeklyStockCount.xlsx
23,SITE_A,HSC-105,IV Drip,C,Y,,1023.75,142.11,0.0,True,510.0,22,Inventory_MasterB.xlsx
23,SITE_A,HSC-106,Ventilator,B,Y,0.0,3302.5,336.4,0.0,True,491.0,22,Inventory_MasterA.xlsx
23,SITE_A,HSC-107,Surgical Mask,C,Y,0.0,2484.0,276.93,0.0,True,583.0,22,ManualAdjustments.xlsx
23,SITE_A,HSC-108,Ventilator,B,Y,2611.320864153443,0.0,205.68,205.68,False,462.0,22,WeeklyStockCount.xlsx
23,SITE_A,HSC-109,X-ray Machine,A,Y,395.47743944185635,2776.12,319.09,319.09,False,483.5,22,Inventory_MasterB.xlsx
24,SITE_A,HSC-100,IV Drip,C,Y,0.0,1833.0,138.48,0.0,True,527.0,23,ManualAdjustments.xlsx
24,SITE_A,HSC-101,Gloves,A,Y,2710.0361423291088,0.0,273.46,273.46,False,613.0,23,WeeklyStockCount.xlsx
24,SITE_A,HSC-102,IV Drip,B,Y,321.8312080782356,1575.0,221.93,221.93,False,442.0,23,Inventory_MasterA.xlsx
24,SITE_A,HSC-103,Gloves,B,Y,2222.21721149771,0.0,312.78,312.78,False,385.0,23,WeeklyStockCount.xlsx
24,SITE_A,HSC-104,X-ray Machine,A,Y,0.0,1957.5,251.94,0.0,True,589.0,23,WeeklyStockCount.xlsx
24,SITE_A,HSC-105,IV Drip,C,Y,0.0,1023.75,120.43,0.0,True,510.0,23,WeeklyStockCount.xlsx
24,SITE_A,HSC-106,Ventilator,B,Y,0.0,3302.5,142.02,0.0,True,491.0,23,Inventory_MasterB.xlsx
24,SITE_A,HSC-107,Surgical Mask,C,Y,0.0,2484.0,200.94,0.0,True,583.0,23,ManualAdjustments.xlsx
24,SITE_A,HSC-108,Ventilator,B,Y,2414.79087052818,0.0,196.53,196.53,False,462.0,23,ManualAdjustments.xlsx
24,SITE_A,HSC-109,X-ray Machine,A,Y,116.0,2776.12,304.43,304.43,False,483.5,23,WeeklyStockCount.xlsx
25,SITE_A,HSC-100,IV Drip,C,Y,1674.6729687331913,0.0,158.33,158.33,False,527.0,24,Inventory_MasterB.xlsx
25,SITE_A,HSC-101,Gloves,A,Y,2409.2281238173396,0.0,300.81,300.81,False,613.0,24,Inventory_MasterB.xlsx
25,SITE_A,HSC-102,IV Drip,B,Y,178.27334127151624,1575.0,143.56,143.56,False,442.0,24,WeeklyStockCount.xlsx
25,SITE_A,HSC-103,Gloves,B,Y,2033.0827245494975,0.0,189.13,189.13,False,385.0,24,Inventory_MasterA.xlsx
25,SITE_A,HSC-104,X-ray Machine,A,Y,0.0,1957.5,401.15,0.0,True,589.0,24,WeeklyStockCount.xlsx
25,SITE_A,HSC-105,IV Drip,C,Y,0.0,1023.75,104.87,0.0,True,510.0,24,Inventory_MasterA.xlsx
25,SITE_A,HSC-106,Ventilator,B,Y,0.0,3302.5,185.8,0.0,True,491.0,24,Inventory_MasterA.xlsx
25,SITE_A,HSC-107,Surgical Mask,C,Y,0.0,2484.0,275.44,0.0,True,583.0,24,ManualAdjustments.xlsx
25,SITE_A,HSC-108,Ventilator,B,Y,2044.7232325456048,0.0,370.07,370.07,False,462.0,24,Inventory_MasterB.xlsx
25,SITE_A,HSC-109,X-ray Machine,A,Y,0.0,2776.12,265.54,91.05,True,483.5,24,WeeklyStockCount.xlsx
26,SITE_A,HSC-100,IV Drip,C,Y,1499.1345134308983,0.0,175.54,175.54,False,527.0,25,Inventory_MasterB.xlsx
26,SITE_A,HSC-101,Gloves,A,Y,2084.415244071536,0.0,324.81,324.81,False,613.0,25,ManualAdjustments.xlsx
26,SITE_A,HSC-102,IV Drip,B,Y,0.0,1575.0,275.34,178.27,True,442.0,25,WeeklyStockCount.xlsx
26,SITE_A,HSC-103,Gloves,B,Y,1821.7347329975878,0.0,211.35,211.35,False,385.0,25,ManualAdjustments.xlsx
26,SITE_A,HSC-104,X-ray Machine,A,Y,0.0,1957.5,277.2,0.0,True,589.0,25,ManualAdjustments.xlsx
26,SITE_A,HSC-105,IV Drip,C,Y,,0.0,155.6,155.6,False,510.0,25,Inventory_MasterA.xlsx
26,SITE_A,HSC-106,Ventilator,B,Y,0.0,3302.5,249.62,0.0,True,491.0,25,Inventory_MasterB.xlsx
26,SITE_A,HSC-107,Surgical Mask,C,Y,0.0,2484.0,192.98,0.0,True,583.0,25,Inventory_MasterA.xlsx
26,SITE_A,HSC-108,Ventilator,B,Y,1807.5766490135366,0.0,237.15,237.15,False,462.0,25,Inventory_MasterA.xlsx
26,SITE_A,HSC-109,X-ray Machine,A,Y,0.0,2776.12,253.22,0.0,True,483.5,25,ManualAdjustments.xlsx
27,SITE_A,HSC-100,IV Drip,C,Y,1319.194312927001,0.0,179.94,179.94,False,527.0,26,WeeklyStockCount.xlsx
27,SITE_A,HSC-101,Gloves,A,Y,1793.0878670212294,0.0,291.33,291.33,False,613.0,26,ManualAdjustments.xlsx
27,SITE_A,HSC-102,IV Drip,B,Y,0.0,1575.0,218.78,0.0,True,442.0,26,ManualAdjustments.xlsx
27,SITE_A,HSC-103,Gloves,B,Y,1733.0,0.0,231.31,231.31,False,385.0,26,Inventory_MasterA.xlsx
27,SITE_A,HSC-104,X-ray Machine,A,Y,0.0,1957.5,314.61,0.0,True,589.0,26,ManualAdjustments.xlsx
27,SITE_A,HSC-105,IV Drip,C,Y,554.0,0.0,161.38,161.38,False,510.0,26,WeeklyStockCount.xlsx
27,SITE_A,HSC-106,Ventilator,B,Y,0.0,3302.5,237.98,0.0,True,491.0,26,WeeklyStockCount.xlsx
27,SITE_A,HSC-107,Surgical Mask,C,Y,0.0,2484.0,220.11,0.0,True,583.0,26,Inventory_MasterB.xlsx
27,SITE_A,HSC-108,Ventilator,B,Y,1562.2516341104806,0.0,245.33,245.33,False,462.0,26,ManualAdjustments.xlsx
27,SITE_A,HSC-109,X-ray Machine,A,Y,0.0,2776.12,336.51,0.0,True,483.5,26,WeeklyStockCount.xlsx
28,SITE_A,HSC-100,IV Drip,C,Y,1155.611836782091,0.0,163.58,163.58,False,527.0,27,ManualAdjustments.xlsx
28,SITE_A,HSC-101,Gloves,A,Y,1469.6553630882636,0.0,323.43,323.43,False,613.0,27,Inventory_MasterB.xlsx
28,SITE_A,HSC-102,IV Drip,B,Y,0.0,1575.0,206.32,0.0,True,442.0,27,ManualAdjustments.xlsx
28,SITE_A,HSC-103,Gloves,B,Y,1236.5942041690262,0.0,353.83,353.83,False,385.0,27,WeeklyStockCount.xlsx
28,SITE_A,HSC-104,X-ray Machine,A,Y,0.0,1957.5,372.13,0.0,True,589.0,27,Inventory_MasterA.xlsx
28,SITE_A,HSC-105,IV Drip,C,Y,411.0,0.0,145.98,145.98,False,510.0,27,WeeklyStockCount.xlsx
28,SITE_A,HSC-106,Ventilator,B,Y,0.0,3302.5,199.7,0.0,True,491.0,27,ManualAdjustments.xlsx
28,SITE_A,HSC-107,Surgical Mask,C,Y,2318.4484514461024,0.0,165.55,165.55,False,583.0,27,ManualAdjustments.xlsx
28,SITE_A,HSC-108,Ventilator,B,Y,1267.1510413423737,0.0,295.1,295.1,False,462.0,27,Inventory_MasterA.xlsx
28,SITE_A,HSC-109,X-ray Machine,A,Y,0.0,2776.12,352.41,0.0,True,483.5,27,Inventory_MasterB.xlsx
29,SITE_A,HSC-100,IV Drip,C,Y,951.3637840113188,0.0,204.25,204.25,False,527.0,28,WeeklyStockCount.xlsx
29,SITE_A,HSC-101,Gloves,A,Y,1259.747159250802,0.0,209.91,209.91,False,613.0,28,Inventory_MasterA.xlsx
29,SITE_A,HSC-102,IV Drip,B,Y,0.0,1575.0,245.06,0.0,True,442.0,28,Inventory_MasterA.xlsx
29,SITE_A,HSC-103,Gloves,B,Y,958.5727193232298,0.0,278.02,278.02,False,385.0,28,ManualAdjustments.xlsx
29,SITE_A,HSC-104,X-ray Machine,A,Y,1725.4644817264357,0.0,232.04,232.04,False,589.0,28,Inventory_MasterA.xlsx
29,SITE_A,HSC-105,IV Drip,C,Y,435.8735028350618,1023.75,124.91,124.91,False,510.0,28,Inventory_MasterB.xlsx
29,SITE_A,HSC-106,Ventilator,B,Y,0.0,3302.5,242.49,0.0,True,491.0,28,Inventory_MasterA.xlsx
29,SITE_A,HSC-107,Surgical Mask,C,Y,2109.4935385393487,0.0,208.95,208.95,False,583.0,28,WeeklyStockCount.xlsx
29,SITE_A,HSC-108,Ventilator,B,Y,1036.9306090094212,0.0,230.22,230.22,False,462.0,28,WeeklyStockCount.xlsx
29,SITE_A,HSC-109,X-ray Machine,A,Y,0.0,2776.12,330.23,0.0,True,483.5,28,ManualAdjustments.xlsx
30,SITE_A,HSC-100,IV Drip,C,Y,,0.0,179.47,179.47,False,527.0,29,ManualAdjustments.xlsx
30,SITE_A,HSC-101,Gloves,A,Y,945.3440160841981,0.0,314.4,314.4,False,613.0,29,ManualAdjustments.xlsx
30,SITE_A,HSC-102,IV Drip,B,Y,0.0,1575.0,265.62,0.0,True,442.0,29,Inventory_MasterA.xlsx
30,SITE_A,HSC-103,Gloves,B,Y,898.0,0.0,138.27,138.27,False,385.0,29,Inventory_MasterA.xlsx
30,SITE_A,HSC-104,X-ray Machine,A,Y,1447.8280655338413,0.0,277.64,277.64,False,589.0,29,ManualAdjustments.xlsx
30,SITE_A,HSC-105,IV Drip,C,Y,295.0365926419408,1023.75,140.84,140.84,False,510.0,29,ManualAdjustments.xlsx
30,SITE_A,HSC-106,Ventilator,B,Y,,0.0,243.83,243.83,False,491.0,29,Inventory_MasterB.xlsx
30,SITE_A,HSC-107,Surgical Mask,C,Y,1916.35107583938,0.0,193.14,193.14,False,583.0,29,Inventory_MasterA.xlsx
30,SITE_A,HSC-108,Ventilator,B,Y,870.7696197750345,0.0,166.16,166.16,False,462.0,29,WeeklyStockCount.xlsx
30,SITE_A,HSC-109,X-ray Machine,A,Y,0.0,2776.12,356.37,0.0,True,483.5,29,WeeklyStockCount.xlsx
1,SITE_A,HSC-109,X-ray Machine,A,Y,1962.0,0.0,284.83,284.83,False,483.5,0,Inventory_MasterB.xlsx
2,SITE_A,HSC-102,IV Drip,B,Y,1722.0,0.0,212.5,212.5,False,442.0,1,WeeklyStockCount.xlsx
2,SITE_A,HSC-106,Ventilator,B,Y,1926.0,0.0,246.87,246.87,False,491.0,1,Inventory_MasterB.xlsx
8,SITE_A,HSC-103,Gloves,B,Y,365.0,2535.0,280.0,280.0,False,385.0,7,ManualAdjustments.xlsx
9,SITE_A,HSC-108,Ventilator,B,Y,0.0,2817.0,264.03,0.0,True,462.0,8,Inventory_MasterA.xlsx
15,SITE_A,HSC-103,Gloves,B,Y,,2535.0,269.38,0.0,True,385.0,14,ManualAdjustments.xlsx
15,SITE_A,HSC-107,Surgical Mask,C,Y,0.0,2484.0,201.75,71.06,True,583.0,14,Inventory_MasterA.xlsx
18,SITE_A,HSC-104,X-ray Machine,A,Y,1106.0,0.0,223.29,223.29,False,589.0,17,ManualAdjustments.xlsx
19,SITE_A,HSC-104,X-ray Machine,A,Y,784.0,0.0,312.38,312.38,False,589.0,18,Inventory_MasterA.xlsx
20,SITE_A,HSC-108,Ventilator,B,Y,0.0,2817.0,242.78,0.0,True,462.0,19,Inventory_MasterA.xlsx
23,SITE_A,HSC-104,X-ray Machine,A,Y,0.0,1957.5,294.72,112.78,True,589.0,22,ManualAdjustments.xlsx
25,SITE_A,HSC-100,IV Drip,C,Y,1649.0,0.0,158.33,158.33,False,527.0,24,Inventory_MasterA.xlsx
25,SITE_A,HSC-103,Gloves,B,Y,2043.0,0.0,189.13,189.13,False,385.0,24,Inventory_MasterB.xlsx
1,SITE_B,HSC-100,IV Drip,C,Y,1827.0951387893845,0.0,78.74,78.74,False,244.8,0,Inventory_MasterB.xlsx
1,SITE_B,HSC-101,Surgical Mask,B,Y,,0.0,220.99,220.99,False,404.64,0,ManualAdjustments.xlsx
1,SITE_B,HSC-102,Ventilator,A,Y,1353.0357320298756,0.0,216.56,216.56,False,402.48,0,WeeklyStockCount.xlsx
1,SITE_B,HSC-103,IV Drip,B,Y,1435.9478988461537,0.0,207.81,207.81,False,375.84,0,Inventory_MasterB.xlsx
1,SITE_B,HSC-104,IV Drip,B,Y,1305.7151405515642,0.0,147.24,147.24,False,277.2,0,Inventory_MasterB.xlsx
1,SITE_B,HSC-105,X-ray Machine,C,Y,1738.343141076315,0.0,125.02,125.02,False,385.2,0,Inventory_MasterA.xlsx
1,SITE_B,HSC-106,Gloves,B,Y,1238.050468742054,0.0,186.83,186.83,False,427.68,0,Inventory_MasterB.xlsx
1,SITE_B,HSC-107,Gloves,C,Y,2006.9751762770334,0.0,149.42,149.42,False,413.28,0,Inventory_MasterA.xlsx
1,SITE_B,HSC-108,Ventilator,A,Y,1852.0166688579952,0.0,174.78,174.78,False,226.8,0,ManualAdjustments.xlsx
1,SITE_B,HSC-109,IV Drip,A,Y,2048.9439309180084,0.0,218.34,218.34,False,421.2,0,Inventory_MasterB.xlsx
2,SITE_B,HSC-100,IV Drip,C,Y,1763.325668077845,0.0,63.77,63.77,False,244.8,1,WeeklyStockCount.xlsx
2,SITE_B,HSC-101,Surgical Mask,B,Y,1535.0,0.0,171.06,171.06,False,404.64,1,Inventory_MasterA.xlsx
2,SITE_B,HSC-102,Ventilator,A,Y,1168.6762682090864,0.0,184.36,184.36,False,402.48,1,Inventory_MasterA.xlsx
2,SITE_B,HSC-103,IV Drip,B,Y,1279.80980547333,0.0,156.14,156.14,False,375.84,1,Inventory_MasterB.xlsx
2,SITE_B,HSC-104,IV Drip,B,Y,1188.6809741213342,0.0,117.03,117.03,False,277.2,1,Inventory_MasterA.xlsx
2,SITE_B,HSC-105,X-ray Machine,C,Y,1589.9857962304486,0.0,148.36,148.36,False,385.2,1,Inventory_MasterB.xlsx
2,SITE_B,HSC-106,Gloves,B,Y,1032.343522744978,0.0,205.71,205.71,False,427.68,1,Inventory_MasterB.xlsx
2,SITE_B,HSC-107,Gloves,C,Y,1906.4708371429128,0.0,100.5,100.5,False,413.28,1,Inventory_MasterB.xlsx
2,SITE_B,HSC-108,Ventilator,A,Y,1625.216045447749,0.0,226.8,226.8,False,226.8,1,Inventory_MasterB.xlsx
2,SITE_B,HSC-109,IV Drip,A,Y,1855.4385182485335,0.0,193.51,193.51,False,421.2,1,Inventory_MasterA.xlsx
3,SITE_B,HSC-100,IV Drip,C,Y,1690.1188985310291,0.0,73.21,73.21,False,244.8,2,WeeklyStockCount.xlsx
3,SITE_B,HSC-101,Surgical Mask,B,Y,1540.3057262409834,0.0,238.45,238.45,False,404.64,2,Inventory_MasterA.xlsx
3,SITE_B,HSC-102,Ventilator,A,Y,877.4583408363704,0.0,291.22,291.22,False,402.48,2,Inventory_MasterA.xlsx
3,SITE_B,HSC-103,IV Drip,B,Y,1059.9637828188388,0.0,219.85,219.85,False,375.84,2,ManualAdjustments.xlsx
3,SITE_B,HSC-104,IV Drip,B,Y,969.4901402226001,0.0,219.19,219.19,False,277.2,2,Inventory_MasterA.xlsx
3,SITE_B,HSC-105,X-ray Machine,C,Y,1455.7260913418222,0.0,134.26,134.26,False,385.2,2,ManualAdjustments.xlsx
3,SITE_B,HSC-106,Gloves,B,Y,807.0,0.0,223.29,223.29,False,427.68,2,Inventory_MasterA.xlsx
3,SITE_B,HSC-107,Gloves,C,Y,1776.6592102726122,0.0,129.81,129.81,False,413.28,2,ManualAdjustments.xlsx
3,SITE_B,HSC-108,Ventilator,A,Y,1615.0,0.0,236.15,236.15,False,226.8,2,WeeklyStockCount.xlsx
3,SITE_B,HSC-109,IV Drip,A,Y,1628.9363474357847,0.0,226.5,226.5,False,421.2,2,WeeklyStockCount.xlsx
4,SITE_B,HSC-100,IV Drip,C,Y,1583.385269027891,0.0,106.73,106.73,False,244.8,3,WeeklyStockCount.xlsx
4,SITE_B,HSC-101,Surgical Mask,B,Y,1353.3202049817749,0.0,186.99,186.99,False,404.64,3,Inventory_MasterA.xlsx
4,SITE_B,HSC-102,Ventilator,A,Y,630.9083743948828,0.0,246.55,246.55,False,402.48,3,WeeklyStockCount.xlsx
4,SITE_B,HSC-103,IV Drip,B,Y,836.7358148311566,0.0,223.23,223.23,False,375.84,3,Inventory_MasterA.xlsx
4,SITE_B,HSC-104,IV Drip,B,Y,737.2426766990525,0.0,232.25,232.25,False,277.2,3,WeeklyStockCount.xlsx
4,SITE_B,HSC-105,X-ray Machine,C,Y,744.0,0.0,129.26,129.26,False,385.2,3,Inventory_MasterA.xlsx
4,SITE_B,HSC-106,Gloves,B,Y,,0.0,135.45,135.45,False,427.68,3,Inventory_MasterB.xlsx
4,SITE_B,HSC-107,Gloves,C,Y,1661.6757765265236,0.0,114.98,114.98,False,413.28,3,WeeklyStockCount.xlsx
4,SITE_B,HSC-108,Ventilator,A,Y,1194.0587937122928,0.0,195.01,195.01,False,226.8,3,WeeklyStockCount.xlsx
4,SITE_B,HSC-109,IV Drip,A,Y,1280.857743734896,0.0,348.08,348.08,False,421.2,3,Inventory_MasterB.xlsx
5,SITE_B,HSC-100,IV Drip,C,Y,958.0,0.0,113.54,113.54,False,244.8,4,ManualAdjustments.xlsx
5,SITE_B,HSC-101,Surgical Mask,B,Y,1154.340196510567,0.0,198.98,198.98,False,404.64,4,Inventory_MasterB.xlsx
5,SITE_B,HSC-102,Ventilator,A,Y,402.00784087225384,2485.44,228.9,228.9,False,402.48,4,WeeklyStockCount.xlsx
5,SITE_B,HSC-103,IV Drip,B,Y,648.7513658671273,0.0,187.98,187.98,False,375.84,4,WeeklyStockCount.xlsx
5,SITE_B,HSC-104,IV Drip,B,Y,526.3683203583942,0.0,210.87,210.87,False,277.2,4,Inventory_MasterA.xlsx
5,SITE_B,HSC-105,X-ray Machine,C,Y,1255.919236640667,0.0,70.54,70.54,False,385.2,4,ManualAdjustments.xlsx
5,SITE_B,HSC-106,Gloves,B,Y,440.7520630203585,0.0,232.85,232.85,False,427.68,4,ManualAdjustments.xlsx
5,SITE_B,HSC-107,Gloves,C,Y,1553.3054780573716,0.0,108.37,108.37,False,413.28,4,Inventory_MasterB.xlsx
5,SITE_B,HSC-108,Ventilator,A,Y,990.4276661625609,0.0,203.63,203.63,False,226.8,4,Inventory_MasterA.xlsx
5,SITE_B,HSC-109,IV Drip,A,Y,1082.54943687804,0.0,198.31,198.31,False,421.2,4,Inventory_MasterB.xlsx
6,SITE_B,HSC-100,IV Drip,C,Y,,0.0,88.26,88.26,False,244.8,5,Inventory_MasterB.xlsx
6,SITE_B,HSC-101,Surgical Mask,B,Y,966.5543548712756,0.0,187.79,187.79,False,404.64,5,Inventory_MasterB.xlsx
6,SITE_B,HSC-102,Ventilator,A,Y,181.11107154431855,2485.44,220.9,220.9,False,402.48,5,ManualAdjustments.xlsx
6,SITE_B,HSC-103,IV Drip,B,Y,504.3760959557543,0.0,144.38,144.38,False,375.84,5,Inventory_MasterB.xlsx
6,SITE_B,HSC-104,IV Drip,B,Y,290.30872106223103,0.0,236.06,236.06,False,277.2,5,Inventory_MasterB.xlsx
6,SITE_B,HSC-105,X-ray Machine,C,Y,1160.5813370242554,0.0,95.34,95.34,False,385.2,5,Inventory_MasterA.xlsx
6,SITE_B,HSC-106,Gloves,B,Y,263.67835982470956,1436.4,177.07,177.07,False,427.68,5,WeeklyStockCount.xlsx
6,SITE_B,HSC-107,Gloves,C,Y,,0.0,123.54,123.54,False,413.28,5,ManualAdjustments.xlsx
6,SITE_B,HSC-108,Ventilator,A,Y,803.5506493026021,0.0,186.88,186.88,False,226.8,5,Inventory_MasterB.xlsx
6,SITE_B,HSC-109,IV Drip,A,Y,865.7393608261243,0.0,216.81,216.81,False,421.2,5,WeeklyStockCount.xlsx
7,SITE_B,HSC-100,IV Drip,C,Y,1289.4781604401003,0.0,92.11,92.11,False,244.8,6,ManualAdjustments.xlsx
7,SITE_B,HSC-101,Surgical Mask,B,Y,743.2874203885575,0.0,223.27,223.27,False,404.64,6,ManualAdjustments.xlsx
7,SITE_B,HSC-102,Ventilator,A,Y,0.0,2485.44,204.37,181.11,True,402.48,6,WeeklyStockCount.xlsx
7,SITE_B,HSC-103,IV Drip,B,Y,269.3487767861067,2146.5,235.03,235.03,False,375.84,6,WeeklyStockCount.xlsx
7,SITE_B,HSC-104,IV Drip,B,Y,,1239.84,238.75,238.75,False,277.2,6,Inventory_MasterB.xlsx
7,SITE_B,HSC-105,X-ray Machine,C,Y,1053.1023072329435,0.0,107.48,107.48,False,385.2,6,Inventory_MasterA.xlsx
7,SITE_B,HSC-106,Gloves,B,Y,45.77685180493748,1436.4,217.9,217.9,False,427.68,6,Inventory_MasterA.xlsx
7,SITE_B,HSC-107,Gloves,C,Y,1384.3196959920879,0.0,45.44,45.44,False,413.28,6,Inventory_MasterA.xlsx
7,SITE_B,HSC-108,Ventilator,A,Y,647.8721609551933,0.0,155.68,155.68,False,226.8,6,ManualAdjustments.xlsx
7,SITE_B,HSC-109,IV Drip,A,Y,,0.0,223.4,223.4,False,421.2,6,ManualAdjustments.xlsx
8,SITE_B,HSC-100,IV Drip,C,Y,1204.627451207174,0.0,84.85,84.85,False,244.8,7,ManualAdjustments.xlsx
8,SITE_B,HSC-101,Surgical Mask,B,Y,599.3088707679907,0.0,143.98,143.98,False,404.64,7,WeeklyStockCount.xlsx
8,SITE_B,HSC-102,Ventilator,A,Y,0.0,2485.44,270.2,0.0,True,402.48,7,Inventory_MasterB.xlsx
8,SITE_B,HSC-103,IV Drip,B,Y,119.28200035171301,2146.5,150.07,150.07,False,375.84,7,Inventory_MasterB.xlsx
8,SITE_B,HSC-104,IV Drip,B,Y,0.0,1239.84,247.12,51.56,True,277.2,7,WeeklyStockCount.xlsx
8,SITE_B,HSC-105,X-ray Machine,C,Y,913.1715445595238,0.0,139.93,139.93,False,385.2,7,ManualAdjustments.xlsx
8,SITE_B,HSC-106,Gloves,B,Y,0.0,1436.4,232.01,45.78,True,427.68,7,Inventory_MasterB.xlsx
8,SITE_B,HSC-107,Gloves,C,Y,1715.0,0.0,126.26,126.26,False,413.28,7,WeeklyStockCount.xlsx
8,SITE_B,HSC-108,Ventilator,A,Y,496.7046690028781,0.0,151.17,151.17,False,226.8,7,Inventory_MasterB.xlsx
8,SITE_B,HSC-109,IV Drip,A,Y,383.0,1799.82,246.13,246.13,False,421.2,7,ManualAdjustments.xlsx
9,SITE_B,HSC-100,IV Drip,C,Y,1113.0710046383226,0.0,91.56,91.56,False,244.8,8,WeeklyStockCount.xlsx
9,SITE_B,HSC-101,Surgical Mask,B,Y,429.89522680349,0.0,169.41,169.41,False,404.64,8,WeeklyStockCount.xlsx
9,SITE_B,HSC-102,Ventilator,A,Y,0.0,2485.44,240.2,0.0,True,402.48,8,WeeklyStockCount.xlsx
9,SITE_B,HSC-103,IV Drip,B,Y,0.0,2146.5,281.36,119.28,True,375.84,8,Inventory_MasterB.xlsx
9,SITE_B,HSC-104,IV Drip,B,Y,0.0,1239.84,302.04,0.0,True,277.2,8,Inventory_MasterA.xlsx
9,SITE_B,HSC-105,X-ray Machine,C,Y,,0.0,116.56,116.56,False,385.2,8,ManualAdjustments.xlsx
9,SITE_B,HSC-106,Gloves,B,Y,0.0,1436.4,220.13,0.0,True,427.68,8,WeeklyStockCount.xlsx
9,SITE_B,HSC-107,Gloves,C,Y,904.0,0.0,103.81,103.81,False,413.28,8,Inventory_MasterB.xlsx
9,SITE_B,HSC-108,Ventilator,A,Y,,0.0,259.08,259.08,False,226.8,8,ManualAdjustments.xlsx
9,SITE_B,HSC-109,IV Drip,A,Y,163.5850313846185,1799.82,232.63,232.63,False,421.2,8,ManualAdjustments.xlsx
10,SITE_B,HSC-100,IV Drip,C,Y,1016.6155211782128,0.0,96.46,96.46,False,244.8,9,Inventory_MasterB.xlsx
10,SITE_B,HSC-101,Surgical Mask,B,Y,238.82136130227337,2116.8,191.07,191.07,False,404.64,9,WeeklyStockCount.xlsx
10,SITE_B,HSC-102,Ventilator,A,Y,0.0,2485.44,229.72,0.0,True,402.48,9,Inventory_MasterB.xlsx
10,SITE_B,HSC-103,IV Drip,B,Y,0.0,2146.5,174.88,0.0,True,375.84,9,ManualAdjustments.xlsx
10,SITE_B,HSC-104,IV Drip,B,Y,0.0,1239.84,178.32,0.0,True,277.2,9,WeeklyStockCount.xlsx
10,SITE_B,HSC-105,X-ray Machine,C,Y,623.871163892191,0.0,172.74,172.74,False,385.2,9,Inventory_MasterB.xlsx
10,SITE_B,HSC-106,Gloves,B,Y,0.0,1436.4,198.55,0.0,True,427.68,9,WeeklyStockCount.xlsx
10,SITE_B,HSC-107,Gloves,C,Y,1039.7580671748074,0.0,114.49,114.49,False,413.28,9,Inventory_MasterB.xlsx
10,SITE_B,HSC-108,Ventilator,A,Y,0.0,2535.84,239.83,237.62,True,226.8,9,Inventory_MasterB.xlsx
10,SITE_B,HSC-109,IV Drip,A,Y,0.0,1799.82,242.67,163.59,True,421.2,9,Inventory_MasterB.xlsx
11,SITE_B,HSC-100,IV Drip,C,Y,882.399042715157,0.0,134.22,134.22,False,244.8,10,Inventory_MasterA.xlsx
11,SITE_B,HSC-101,Surgical Mask,B,Y,62.0,2116.8,184.43,184.43,False,404.64,10,ManualAdjustments.xlsx
11,SITE_B,HSC-102,Ventilator,A,Y,0.0,2485.44,249.74,0.0,True,402.48,10,ManualAdjustments.xlsx
