day,site_id,sku_id,sku_name,abc_class,xyz_class,true_stock_level,perceived_stock_level,on_order,demand,fulfilled,stockout,reorder_point
24,SITE_A,HSC-106,Ventilator,B,Y,0.0,0.0,3302.5,185.8,0.0,True,491.0
24,SITE_A,HSC-107,Surgical Mask,C,Y,0.0,0.0,2484.0,275.44,0.0,True,583.0
24,SITE_A,HSC-108,Ventilator,B,Y,2446.9323620174246,0.0,2817.0,370.07,370.07,False,462.0
24,SITE_A,HSC-109,X-ray Machine,A,Y,513.3508793330733,1083.3209425095592,2776.12,265.54,265.54,False,483.5
25,SITE_A,HSC-100,IV Drip,C,Y,0.0,0.0,1833.0,175.54,0.0,True,527.0
25,SITE_A,HSC-101,Gloves,A,Y,2658.6871202541965,0.0,2983.5,324.81,324.81,False,613.0
25,SITE_A,HSC-102,IV Drip,B,Y,292.91104024852916,711.8136780137798,1575.0,275.34,275.34,False,442.0
25,SITE_A,HSC-103,Gloves,B,Y,2323.6520084480903,0.0,2535.0,211.35,211.35,False,385.0
25,SITE_A,HSC-104,X-ray Machine,A,Y,0.0,187.07316882321282,1957.5,277.2,0.0,True,589.0
25,SITE_A,HSC-105,IV Drip,C,Y,0.0,0.0,1023.75,155.6,0.0,True,510.0
25,SITE_A,HSC-106,Ventilator,B,Y,0.0,0.0,3302.5,249.62,0.0,True,491.0
25,SITE_A,HSC-107,Surgical Mask,C,Y,0.0,0.0,2484.0,192.98,0.0,True,583.0
25,SITE_A,HSC-108,Ventilator,B,Y,2209.7857784853563,2817.0,2817.0,237.15,237.15,False,462.0
25,SITE_A,HSC-109,X-ray Machine,A,Y,260.12831844604307,778.8890886251223,2776.12,253.22,253.22,False,483.5
26,SITE_A,HSC-100,IV Drip,C,Y,1653.0597994961026,0.0,1833.0,179.94,179.94,False,527.0
26,SITE_A,HSC-101,Gloves,A,Y,2367.3597432038896,2983.5,2983.5,291.33,291.33,False,613.0
26,SITE_A,HSC-102,IV Drip,B,Y,74.13501842065668,568.2558112070606,1575.0,218.78,218.78,False,442.0
26,SITE_A,HSC-103,Gloves,B,Y,2092.341445590658,2535.0,2535.0,231.31,231.31,False,385.0
26,SITE_A,HSC-104,X-ray Machine,A,Y,1642.8856891231437,0.0,1957.5,314.61,314.61,False,589.0
26,SITE_A,HSC-105,IV Drip,C,Y,0.0,0.0,1023.75,161.38,0.0,True,510.0
26,SITE_A,HSC-106,Ventilator,B,Y,0.0,0.0,3302.5,237.98,0.0,True,491.0
26,SITE_A,HSC-107,Surgical Mask,C,Y,0.0,0.0,2484.0,220.11,0.0,True,583.0
26,SITE_A,HSC-108,Ventilator,B,Y,1964.4607635823004,2446.9323620174246,2817.0,245.33,245.33,False,462.0
26,SITE_A,HSC-109,X-ray Machine,A,Y,0.0,513.3508793330733,2776.12,336.51,260.13,True,483.5
27,SITE_A,HSC-100,IV Drip,C,Y,1489.4773233511926,1833.0,1833.0,163.58,163.58,False,527.0
27,SITE_A,HSC-101,Gloves,A,Y,2043.9272392709238,2658.6871202541965,2983.5,323.43,323.43,False,613.0
27,SITE_A,HSC-102,IV Drip,B,Y,0.0,292.91104024852916,1575.0,206.32,74.14,True,442.0
27,SITE_A,HSC-103,Gloves,B,Y,1738.511479619529,2323.6520084480903,2535.0,353.83,353.83,False,385.0
27,SITE_A,HSC-104,X-ray Machine,A,Y,1270.756563213936,1957.5,1957.5,372.13,372.13,False,589.0
27,SITE_A,HSC-105,IV Drip,C,Y,877.7697502036867,0.0,1023.75,145.98,145.98,False,510.0
27,SITE_A,HSC-106,Ventilator,B,Y,0.0,0.0,3302.5,199.7,0.0,True,491.0
27,SITE_A,HSC-107,Surgical Mask,C,Y,0.0,0.0,2484.0,165.55,0.0,True,583.0
27,SITE_A,HSC-108,Ventilator,B,Y,1669.3601708141935,2209.7857784853563,2817.0,295.1,295.1,False,462.0
27,SITE_A,HSC-109,X-ray Machine,A,Y,0.0,260.12831844604307,2776.12,352.41,0.0,True,483.5
28,SITE_A,HSC-100,IV Drip,C,Y,1285.2292705804205,1653.0597994961026,1833.0,204.25,204.25,False,527.0
28,SITE_A,HSC-101,Gloves,A,Y,1834.0190354334622,2367.3597432038896,2983.5,209.91,209.91,False,613.0
28,SITE_A,HSC-102,IV Drip,B,Y,0.0,58.0,1575.0,245.06,0.0,True,442.0
28,SITE_A,HSC-103,Gloves,B,Y,1460.4899947737326,2092.341445590658,2535.0,278.02,278.02,False,385.0
28,SITE_A,HSC-104,X-ray Machine,A,Y,1038.7210449403717,1642.8856891231437,1957.5,232.04,232.04,False,589.0
28,SITE_A,HSC-105,IV Drip,C,Y,752.855114722732,1023.75,1023.75,124.91,124.91,False,510.0
28,SITE_A,HSC-106,Ventilator,B,Y,0.0,0.0,3302.5,242.49,0.0,True,491.0
28,SITE_A,HSC-107,Surgical Mask,C,Y,0.0,0.0,2484.0,208.95,0.0,True,583.0
28,SITE_A,HSC-108,Ventilator,B,Y,1439.139738481241,2209.7857784853563,2817.0,230.22,230.22,False,462.0
28,SITE_A,HSC-109,X-ray Machine,A,Y,0.0,0.0,2776.12,330.23,0.0,True,483.5
29,SITE_A,HSC-100,IV Drip,C,Y,1105.7561850589414,1489.4773233511926,1833.0,179.47,179.47,False,527.0
29,SITE_A,HSC-101,Gloves,A,Y,1519.6158922668583,2043.9272392709238,2983.5,314.4,314.4,False,613.0
29,SITE_A,HSC-102,IV Drip,B,Y,0.0,0.0,1575.0,265.62,0.0,True,442.0
29,SITE_A,HSC-103,Gloves,B,Y,1322.2236142512145,1738.511479619529,2535.0,138.27,138.27,False,385.0
29,SITE_A,HSC-104,X-ray Machine,A,Y,761.0846287477773,1270.756563213936,1957.5,277.64,277.64,False,589.0
29,SITE_A,HSC-105,IV Drip,C,Y,612.018204529611,877.7697502036867,1023.75,140.84,140.84,False,510.0
29,SITE_A,HSC-106,Ventilator,B,Y,0.0,0.0,3302.5,243.83,0.0,True,491.0
29,SITE_A,HSC-107,Surgical Mask,C,Y,2290.8575373000313,0.0,2484.0,193.14,193.14,False,583.0
29,SITE_A,HSC-108,Ventilator,B,Y,1272.9787492468542,1669.3601708141935,2817.0,166.16,166.16,False,462.0
29,SITE_A,HSC-109,X-ray Machine,A,Y,2419.7533135514363,0.0,2776.12,356.37,356.37,False,483.5
0,SITE_B,HSC-100,IV Drip,C,Y,1827.0951387893845,1905.84,0.0,78.74,78.74,False,244.8
0,SITE_B,HSC-101,Surgical Mask,B,Y,1949.8137141077584,2170.8,0.0,220.99,220.99,False,404.64
0,SITE_B,HSC-102,Ventilator,A,Y,1353.0357320298756,1569.6,0.0,216.56,216.56,False,402.48
0,SITE_B,HSC-103,IV Drip,B,Y,1435.9478988461537,1643.76,0.0,207.81,207.81,False,375.84
0,SITE_B,HSC-104,IV Drip,B,Y,1305.7151405515642,1452.96,0.0,147.24,147.24,False,277.2
0,SITE_B,HSC-105,X-ray Machine,C,Y,1738.343141076315,1863.36,0.0,125.02,125.02,False,385.2
0,SITE_B,HSC-106,Gloves,B,Y,1238.050468742054,1424.88,0.0,186.83,186.83,False,427.68
0,SITE_B,HSC-107,Gloves,C,Y,2006.9751762770334,2156.4,0.0,149.42,149.42,False,413.28
0,SITE_B,HSC-108,Ventilator,A,Y,1852.0166688579952,2026.8,0.0,174.78,174.78,False,226.8
0,SITE_B,HSC-109,IV Drip,A,Y,2048.9439309180084,2267.28,0.0,218.34,218.34,False,421.2
1,SITE_B,HSC-100,IV Drip,C,Y,1763.325668077845,1905.84,0.0,63.77,63.77,False,244.8
1,SITE_B,HSC-101,Surgical Mask,B,Y,1778.7545912605474,2170.8,0.0,171.06,171.06,False,404.64
1,SITE_B,HSC-102,Ventilator,A,Y,1168.6762682090864,1255.0,0.0,184.36,184.36,False,402.48
1,SITE_B,HSC-103,IV Drip,B,Y,1279.80980547333,1643.76,0.0,156.14,156.14,False,375.84
1,SITE_B,HSC-104,IV Drip,B,Y,1188.6809741213342,2321.0,0.0,117.03,117.03,False,277.2
1,SITE_B,HSC-105,X-ray Machine,C,Y,1589.9857962304486,1863.36,0.0,148.36,148.36,False,385.2
1,SITE_B,HSC-106,Gloves,B,Y,1032.343522744978,1424.88,0.0,205.71,205.71,False,427.68
1,SITE_B,HSC-107,Gloves,C,Y,1906.4708371429128,2156.4,0.0,100.5,100.5,False,413.28
1,SITE_B,HSC-108,Ventilator,A,Y,1625.216045447749,2026.8,0.0,226.8,226.8,False,226.8
1,SITE_B,HSC-109,IV Drip,A,Y,1855.4385182485335,2267.28,0.0,193.51,193.51,False,421.2
2,SITE_B,HSC-100,IV Drip,C,Y,1690.1188985310291,1827.0951387893845,0.0,73.21,73.21,False,244.8
2,SITE_B,HSC-101,Surgical Mask,B,Y,1540.3057262409834,1949.8137141077584,0.0,238.45,238.45,False,404.64
2,SITE_B,HSC-102,Ventilator,A,Y,877.4583408363704,1353.0357320298756,0.0,291.22,291.22,False,402.48
2,SITE_B,HSC-103,IV Drip,B,Y,1059.9637828188388,1435.9478988461537,0.0,219.85,219.85,False,375.84
2,SITE_B,HSC-104,IV Drip,B,Y,969.4901402226001,1305.7151405515642,0.0,219.19,219.19,False,277.2
2,SITE_B,HSC-105,X-ray Machine,C,Y,1455.7260913418222,1738.343141076315,0.0,134.26,134.26,False,385.2
2,SITE_B,HSC-106,Gloves,B,Y,809.055697828058,1238.050468742054,0.0,223.29,223.29,False,427.68
2,SITE_B,HSC-107,Gloves,C,Y,1776.6592102726122,2006.9751762770334,0.0,129.81,129.81,False,413.28
2,SITE_B,HSC-108,Ventilator,A,Y,1389.0669575760753,1852.0166688579952,0.0,236.15,236.15,False,226.8
2,SITE_B,HSC-109,IV Drip,A,Y,1628.9363474357847,2048.9439309180084,0.0,226.5,226.5,False,421.2
3,SITE_B,HSC-100,IV Drip,C,Y,1583.385269027891,1763.325668077845,0.0,106.73,106.73,False,244.8
3,SITE_B,HSC-101,Surgical Mask,B,Y,1353.3202049817749,1778.7545912605474,0.0,186.99,186.99,False,404.64
3,SITE_B,HSC-102,Ventilator,A,Y,630.9083743948828,1168.6762682090864,0.0,246.55,246.55,False,402.48
3,SITE_B,HSC-103,IV Drip,B,Y,836.7358148311566,1279.80980547333,0.0,223.23,223.23,False,375.84
3,SITE_B,HSC-104,IV Drip,B,Y,737.2426766990525,1188.6809741213342,0.0,232.25,232.25,False,277.2
3,SITE_B,HSC-105,X-ray Machine,C,Y,1326.4639327182078,1589.9857962304486,0.0,129.26,129.26,False,385.2
3,SITE_B,HSC-106,Gloves,B,Y,673.6008785105096,1032.343522744978,0.0,135.45,135.45,False,427.68
3,SITE_B,HSC-107,Gloves,C,Y,1661.6757765265236,1906.4708371429128,0.0,114.98,114.98,False,413.28
3,SITE_B,HSC-108,Ventilator,A,Y,1194.0587937122928,1625.216045447749,0.0,195.01,195.01,False,226.8
3,SITE_B,HSC-109,IV Drip,A,Y,1280.857743734896,2048.9439309180084,0.0,348.08,348.08,False,421.2
4,SITE_B,HSC-100,IV Drip,C,Y,1469.8473037803365,1690.1188985310291,0.0,113.54,113.54,False,244.8
4,SITE_B,HSC-101,Surgical Mask,B,Y,1154.340196510567,1540.3057262409834,0.0,198.98,198.98,False,404.64
4,SITE_B,HSC-102,Ventilator,A,Y,402.00784087225384,877.4583408363704,0.0,228.9,228.9,False,402.48
4,SITE_B,HSC-103,IV Drip,B,Y,648.7513658671273,1059.9637828188388,0.0,187.98,187.98,False,375.84
4,SITE_B,HSC-104,IV Drip,B,Y,526.3683203583942,969.4901402226001,0.0,210.87,210.87,False,277.2
4,SITE_B,HSC-105,X-ray Machine,C,Y,1255.919236640667,1455.7260913418222,0.0,70.54,70.54,False,385.2
4,SITE_B,HSC-106,Gloves,B,Y,440.7520630203585,809.055697828058,0.0,232.85,232.85,False,427.68
4,SITE_B,HSC-107,Gloves,C,Y,1553.3054780573716,1776.6592102726122,0.0,108.37,108.37,False,413.28
4,SITE_B,HSC-108,Ventilator,A,Y,990.4276661625609,1389.0669575760753,0.0,203.63,203.63,False,226.8
4,SITE_B,HSC-109,IV Drip,A,Y,1082.54943687804,1628.9363474357847,0.0,198.31,198.31,False,421.2
5,SITE_B,HSC-100,IV Drip,C,Y,1381.589566258716,1583.385269027891,0.0,88.26,88.26,False,244.8
5,SITE_B,HSC-101,Surgical Mask,B,Y,966.5543548712756,1498.0,0.0,187.79,187.79,False,404.64
5,SITE_B,HSC-102,Ventilator,A,Y,181.11107154431855,630.9083743948828,0.0,220.9,220.9,False,402.48
5,SITE_B,HSC-103,IV Drip,B,Y,504.3760959557543,836.7358148311566,0.0,144.38,144.38,False,375.84
5,SITE_B,HSC-104,IV Drip,B,Y,290.30872106223103,737.2426766990525,0.0,236.06,236.06,False,277.2
5,SITE_B,HSC-105,X-ray Machine,C,Y,1160.5813370242554,1326.4639327182078,0.0,95.34,95.34,False,385.2
5,SITE_B,HSC-106,Gloves,B,Y,263.67835982470956,673.6008785105096,0.0,177.07,177.07,False,427.68
5,SITE_B,HSC-107,Gloves,C,Y,1429.7630934393167,1661.6757765265236,0.0,123.54,123.54,False,413.28
5,SITE_B,HSC-108,Ventilator,A,Y,803.5506493026021,1194.0587937122928,0.0,186.88,186.88,False,226.8
5,SITE_B,HSC-109,IV Drip,A,Y,865.7393608261243,1280.857743734896,0.0,216.81,216.81,False,421.2
6,SITE_B,HSC-100,IV Drip,C,Y,1289.4781604401003,1567.0,0.0,92.11,92.11,False,244.8
6,SITE_B,HSC-101,Surgical Mask,B,Y,743.2874203885575,1154.340196510567,0.0,223.27,223.27,False,404.64
6,SITE_B,HSC-102,Ventilator,A,Y,0.0,402.00784087225384,2485.44,204.37,181.11,True,402.48
6,SITE_B,HSC-103,IV Drip,B,Y,269.3487767861067,648.7513658671273,0.0,235.03,235.03,False,375.84
6,SITE_B,HSC-104,IV Drip,B,Y,51.56333827855619,526.3683203583942,0.0,238.75,238.75,False,277.2
6,SITE_B,HSC-105,X-ray Machine,C,Y,1053.1023072329435,1255.919236640667,0.0,107.48,107.48,False,385.2
6,SITE_B,HSC-106,Gloves,B,Y,45.77685180493748,440.7520630203585,0.0,217.9,217.9,False,427.68
6,SITE_B,HSC-107,Gloves,C,Y,1384.3196959920879,1553.3054780573716,0.0,45.44,45.44,False,413.28
6,SITE_B,HSC-108,Ventilator,A,Y,647.8721609551933,990.4276661625609,0.0,155.68,155.68,False,226.8
6,SITE_B,HSC-109,IV Drip,A,Y,642.3406269974062,1082.54943687804,0.0,223.4,223.4,False,421.2
7,SITE_B,HSC-100,IV Drip,C,Y,1204.627451207174,1381.589566258716,0.0,84.85,84.85,False,244.8
7,SITE_B,HSC-101,Surgical Mask,B,Y,599.3088707679907,966.5543548712756,0.0,143.98,143.98,False,404.64
7,SITE_B,HSC-102,Ventilator,A,Y,0.0,181.11107154431855,2485.44,270.2,0.0,True,402.48
7,SITE_B,HSC-103,IV Drip,B,Y,119.28200035171301,504.3760959557543,0.0,150.07,150.07,False,375.84
7,SITE_B,HSC-104,IV Drip,B,Y,0.0,290.30872106223103,0.0,247.12,51.56,True,277.2
7,SITE_B,HSC-105,X-ray Machine,C,Y,913.1715445595238,1160.5813370242554,0.0,139.93,139.93,False,385.2
7,SITE_B,HSC-106,Gloves,B,Y,0.0,238.0,1436.4,232.01,45.78,True,427.68
7,SITE_B,HSC-107,Gloves,C,Y,1258.06420833309,1429.7630934393167,0.0,126.26,126.26,False,413.28
7,SITE_B,HSC-108,Ventilator,A,Y,496.7046690028781,803.5506493026021,0.0,151.17,151.17,False,226.8
7,SITE_B,HSC-109,IV Drip,A,Y,396.21435508250204,865.7393608261243,0.0,246.13,246.13,False,421.2
8,SITE_B,HSC-100,IV Drip,C,Y,1113.0710046383226,1289.4781604401003,0.0,91.56,91.56,False,244.8
8,SITE_B,HSC-101,Surgical Mask,B,Y,429.89522680349,743.2874203885575,0.0,169.41,169.41,False,404.64
8,SITE_B,HSC-102,Ventilator,A,Y,0.0,0.0,2485.44,240.2,0.0,True,402.48
8,SITE_B,HSC-103,IV Drip,B,Y,0.0,269.3487767861067,2146.5,281.36,119.28,True,375.84
8,SITE_B,HSC-104,IV Drip,B,Y,0.0,51.56333827855619,1239.84,302.04,0.0,True,277.2
8,SITE_B,HSC-105,X-ray Machine,C,Y,796.6131831025905,1053.1023072329435,0.0,116.56,116.56,False,385.2
8,SITE_B,HSC-106,Gloves,B,Y,0.0,45.77685180493748,1436.4,220.13,0.0,True,427.68
8,SITE_B,HSC-107,Gloves,C,Y,1154.2512141600168,1384.3196959920879,0.0,103.81,103.81,False,413.28
8,SITE_B,HSC-108,Ventilator,A,Y,237.62051800076716,647.8721609551933,0.0,259.08,259.08,False,226.8
8,SITE_B,HSC-109,IV Drip,A,Y,163.5850313846185,642.3406269974062,0.0,232.63,232.63,False,421.2
9,SITE_B,HSC-100,IV Drip,C,Y,1016.6155211782128,1204.627451207174,0.0,96.46,96.46,False,244.8
9,SITE_B,HSC-101,Surgical Mask,B,Y,238.82136130227337,599.3088707679907,0.0,191.07,191.07,False,404.64
9,SITE_B,HSC-102,Ventilator,A,Y,0.0,0.0,2485.44,229.72,0.0,True,402.48
9,SITE_B,HSC-103,IV Drip,B,Y,0.0,119.28200035171301,2146.5,174.88,0.0,True,375.84
9,SITE_B,HSC-104,IV Drip,B,Y,0.0,0.0,1239.84,178.32,0.0,True,277.2
9,SITE_B,HSC-105,X-ray Machine,C,Y,623.871163892191,913.1715445595238,0.0,172.74,172.74,False,385.2
9,SITE_B,HSC-106,Gloves,B,Y,0.0,0.0,1436.4,198.55,0.0,True,427.68
9,SITE_B,HSC-107,Gloves,C,Y,1039.7580671748074,1384.3196959920879,0.0,114.49,114.49,False,413.28
9,SITE_B,HSC-108,Ventilator,A,Y,0.0,496.7046690028781,0.0,239.83,237.62,True,226.8
9,SITE_B,HSC-109,IV Drip,A,Y,0.0,396.21435508250204,1799.82,242.67,163.59,True,421.2
10,SITE_B,HSC-100,IV Drip,C,Y,882.399042715157,1113.0710046383226,0.0,134.22,134.22,False,244.8
10,SITE_B,HSC-101,Surgical Mask,B,Y,54.39370363517472,429.89522680349,0.0,184.43,184.43,False,404.64
10,SITE_B,HSC-102,Ventilator,A,Y,0.0,0.0,2485.44,249.74,0.0,True,402.48
10,SITE_B,HSC-103,IV Drip,B,Y,0.0,0.0,2146.5,163.04,0.0,True,375.84
10,SITE_B,HSC-104,IV Drip,B,Y,0.0,0.0,1239.84,181.44,0.0,True,277.2
10,SITE_B,HSC-105,X-ray Machine,C,Y,473.3594734437843,796.6131831025905,0.0,150.51,150.51,False,385.2
10,SITE_B,HSC-106,Gloves,B,Y,0.0,0.0,1436.4,187.89,0.0,True,427.68
10,SITE_B,HSC-107,Gloves,C,Y,921.4557614065385,1154.2512141600168,0.0,118.3,118.3,False,413.28
10,SITE_B,HSC-108,Ventilator,A,Y,0.0,237.62051800076716,0.0,165.07,0.0,True,226.8
10,SITE_B,HSC-109,IV Drip,A,Y,0.0,163.5850313846185,1799.82,273.65,0.0,True,421.2
11,SITE_B,HSC-100,IV Drip,C,Y,829.0644666564143,1016.6155211782128,0.0,53.33,53.33,False,244.8
11,SITE_B,HSC-101,Surgical Mask,B,Y,0.0,238.82136130227337,2116.8,149.31,54.39,True,404.64
11,SITE_B,HSC-102,Ventilator,A,Y,0.0,0.0,2485.44,175.24,0.0,True,402.48
11,SITE_B,HSC-103,IV Drip,B,Y,0.0,0.0,2146.5,177.72,0.0,True,375.84
11,SITE_B,HSC-104,IV Drip,B,Y,0.0,0.0,1239.84,183.74,0.0,True,277.2
11,SITE_B,HSC-105,X-ray Machine,C,Y,359.8661309904614,623.871163892191,0.0,113.49,113.49,False,385.2
11,SITE_B,HSC-106,Gloves,B,Y,0.0,0.0,1436.4,165.06,0.0,True,427.68
11,SITE_B,HSC-107,Gloves,C,Y,824.7744374033713,1039.7580671748074,0.0,96.68,96.68,False,413.28
11,SITE_B,HSC-108,Ventilator,A,Y,0.0,0.0,2535.84,236.0,0.0,True,226.8
11,SITE_B,HSC-109,IV Drip,A,Y,0.0,0.0,1799.82,228.94,0.0,True,421.2
12,SITE_B,HSC-100,IV Drip,C,Y,755.1125775540113,882.399042715157,0.0,73.95,73.95,False,244.8
12,SITE_B,HSC-101,Surgical Mask,B,Y,0.0,70.0,2116.8,156.5,0.0,True,404.64
12,SITE_B,HSC-102,Ventilator,A,Y,0.0,0.0,2485.44,191.81,0.0,True,402.48
12,SITE_B,HSC-103,IV Drip,B,Y,0.0,0.0,2146.5,194.59,0.0,True,375.84
12,SITE_B,HSC-104,IV Drip,B,Y,0.0,0.0,1239.84,243.83,0.0,True,277.2
12,SITE_B,HSC-105,X-ray Machine,C,Y,274.9664204335356,473.3594734437843,0.0,84.9,84.9,False,385.2
12,SITE_B,HSC-106,Gloves,B,Y,0.0,0.0,1436.4,170.13,0.0,True,427.68
12,SITE_B,HSC-107,Gloves,C,Y,726.3767063675091,1039.7580671748074,0.0,98.4,98.4,False,413.28
12,SITE_B,HSC-108,Ventilator,A,Y,0.0,0.0,2535.84,222.76,0.0,True,226.8
12,SITE_B,HSC-109,IV Drip,A,Y,0.0,0.0,1799.82,221.14,0.0,True,421.2
13,SITE_B,HSC-100,IV Drip,C,Y,649.8384270689786,829.0644666564143,0.0,105.27,105.27,False,244.8
13,SITE_B,HSC-101,Surgical Mask,B,Y,0.0,0.0,2116.8,204.33,0.0,True,404.64
13,SITE_B,HSC-102,Ventilator,A,Y,0.0,0.0,2485.44,249.45,0.0,True,402.48
13,SITE_B,HSC-103,IV Drip,B,Y,0.0,0.0,2146.5,286.13,0.0,True,375.84
13,SITE_B,HSC-104,IV Drip,B,Y,0.0,0.0,1239.84,219.39,0.0,True,277.2
13,SITE_B,HSC-105,X-ray Machine,C,Y,101.68216482376775,359.8661309904614,1425.6,173.28,173.28,False,385.2
13,SITE_B,HSC-106,Gloves,B,Y,0.0,0.0,1436.4,244.8,0.0,True,427.68
13,SITE_B,HSC-107,Gloves,C,Y,633.6520451434594,1039.7580671748074,0.0,92.72,92.72,False,413.28
13,SITE_B,HSC-108,Ventilator,A,Y,0.0,0.0,2535.84,186.04,0.0,True,226.8
13,SITE_B,HSC-109,IV Drip,A,Y,0.0,0.0,1799.82,277.03,0.0,True,421.2
14,SITE_B,HSC-100,IV Drip,C,Y,567.1233040236605,755.1125775540113,0.0,82.72,82.72,False,244.8
14,SITE_B,HSC-101,Surgical Mask,B,Y,0.0,0.0,2116.8,184.06,0.0,True,404.64
14,SITE_B,HSC-102,Ventilator,A,Y,0.0,0.0,2485.44,245.74,0.0,True,402.48
14,SITE_B,HSC-103,IV Drip,B,Y,0.0,0.0,2146.5,200.55,0.0,True,375.84
14,SITE_B,HSC-104,IV Drip,B,Y,0.0,0.0,1239.84,147.72,0.0,True,277.2
14,SITE_B,HSC-105,X-ray Machine,C,Y,0.0,274.9664204335356,1425.6,139.73,101.68,True,385.2
14,SITE_B,HSC-106,Gloves,B,Y,0.0,0.0,1436.4,190.91,0.0,True,427.68
14,SITE_B,HSC-107,Gloves,C,Y,516.5790765731588,726.3767063675091,0.0,117.07,117.07,False,413.28
14,SITE_B,HSC-108,Ventilator,A,Y,0.0,0.0,2535.84,174.33,0.0,True,226.8
14,SITE_B,HSC-109,IV Drip,A,Y,0.0,0.0,1799.82,195.7,0.0,True,421.2
15,SITE_B,HSC-100,IV Drip,C,Y,453.3214180348717,351.0,0.0,113.8,113.8,False,244.8
15,SITE_B,HSC-101,Surgical Mask,B,Y,0.0,0.0,2116.8,166.6,0.0,True,404.64
15,SITE_B,HSC-102,Ventilator,A,Y,0.0,0.0,2485.44,253.73,0.0,True,402.48
15,SITE_B,HSC-103,IV Drip,B,Y,0.0,0.0,2146.5,268.63,0.0,True,375.84
15,SITE_B,HSC-104,IV Drip,B,Y,0.0,0.0,1239.84,267.18,0.0,True,277.2
15,SITE_B,HSC-105,X-ray Machine,C,Y,0.0,101.68216482376775,1425.6,111.45,0.0,True,385.2
15,SITE_B,HSC-106,Gloves,B,Y,0.0,0.0,1436.4,146.17,0.0,True,427.68
15,SITE_B,HSC-107,Gloves,C,Y,369.07404715657293,633.6520451434594,0.0,147.51,147.51,False,413.28
15,SITE_B,HSC-108,Ventilator,A,Y,0.0,0.0,2535.84,158.09,0.0,True,226.8
15,SITE_B,HSC-109,IV Drip,A,Y,0.0,0.0,1799.82,255.46,0.0,True,421.2
16,SITE_B,HSC-100,IV Drip,C,Y,366.0886291664141,567.1233040236605,0.0,87.23,87.23,False,244.8
16,SITE_B,HSC-101,Surgical Mask,B,Y,0.0,0.0,2116.8,224.6,0.0,True,404.64
16,SITE_B,HSC-102,Ventilator,A,Y,0.0,0.0,2485.44,128.26,0.0,True,402.48
16,SITE_B,HSC-103,IV Drip,B,Y,0.0,0.0,2146.5,196.01,0.0,True,375.84
16,SITE_B,HSC-104,IV Drip,B,Y,1033.7408775149659,0.0,1239.84,206.1,206.1,False,277.2
16,SITE_B,HSC-105,X-ray Machine,C,Y,0.0,101.68216482376775,1425.6,104.92,0.0,True,385.2
16,SITE_B,HSC-106,Gloves,B,Y,0.0,0.0,1436.4,252.24,0.0,True,427.68
16,SITE_B,HSC-107,Gloves,C,Y,261.1874355459281,516.5790765731588,0.0,107.89,107.89,False,413.28
16,SITE_B,HSC-108,Ventilator,A,Y,0.0,0.0,2535.84,184.03,0.0,True,226.8
16,SITE_B,HSC-109,IV Drip,A,Y,0.0,0.0,1799.82,250.11,0.0,True,421.2
17,SITE_B,HSC-100,IV Drip,C,Y,252.00805189049632,453.3214180348717,0.0,114.08,114.08,False,244.8
17,SITE_B,HSC-101,Surgical Mask,B,Y,0.0,0.0,2116.8,129.13,0.0,True,404.64
17,SITE_B,HSC-102,Ventilator,A,Y,0.0,0.0,2485.44,272.23,0.0,True,402.48
17,SITE_B,HSC-103,IV Drip,B,Y,0.0,0.0,2146.5,210.03,0.0,True,375.84
17,SITE_B,HSC-104,IV Drip,B,Y,853.4692844390763,1239.84,1239.84,180.27,180.27,False,277.2
17,SITE_B,HSC-105,X-ray Machine,C,Y,0.0,0.0,1425.6,127.38,0.0,True,385.2
17,SITE_B,HSC-106,Gloves,B,Y,1230.5306537621673,0.0,1436.4,205.87,205.87,False,427.68
17,SITE_B,HSC-107,Gloves,C,Y,153.83488595966702,369.07404715657293,1564.92,107.35,107.35,False,413.28
17,SITE_B,HSC-108,Ventilator,A,Y,0.0,0.0,2535.84,170.9,0.0,True,226.8
17,SITE_B,HSC-109,IV Drip,A,Y,0.0,0.0,1799.82,184.5,0.0,True,421.2
18,SITE_B,HSC-100,IV Drip,C,Y,162.59737035785747,366.0886291664141,0.0,89.41,89.41,False,244.8
18,SITE_B,HSC-101,Surgical Mask,B,Y,0.0,0.0,2116.8,166.9,0.0,True,404.64
18,SITE_B,HSC-102,Ventilator,A,Y,0.0,0.0,2485.44,262.95,0.0,True,402.48
18,SITE_B,HSC-103,IV Drip,B,Y,0.0,0.0,2146.5,179.14,0.0,True,375.84
18,SITE_B,HSC-104,IV Drip,B,Y,633.7703992697391,1033.7408775149659,1239.84,219.7,219.7,False,277.2
18,SITE_B,HSC-105,X-ray Machine,C,Y,0.0,0.0,1425.6,120.52,0.0,True,385.2
18,SITE_B,HSC-106,Gloves,B,Y,1024.2932663382628,1436.4,1436.4,206.24,206.24,False,427.68
18,SITE_B,HSC-107,Gloves,C,Y,4.0306936109598155,261.1874355459281,1564.92,149.8,149.8,False,413.28
18,SITE_B,HSC-108,Ventilator,A,Y,0.0,0.0,2535.84,267.04,0.0,True,226.8
18,SITE_B,HSC-109,IV Drip,A,Y,0.0,0.0,1799.82,223.14,0.0,True,421.2
19,SITE_B,HSC-100,IV Drip,C,Y,101.25586838197137,252.00805189049632,0.0,61.34,61.34,False,244.8
